journal,continuity,topic_focus,contradiction_integration,cognitive_clarity,narrative_closure,overall_entropy,reasoning
"Dialysis Update
I did not get hooked up until a few minutes before 12 noon today because I did not get to my chair until 11:43 AM today. I was not too happy at first, but then Julie the technician was getting things done properly and was making sure everything was in place. So, when i look at the time after an hour or so, I realize when I will be done for the day and my weekend begins.
After i got hooked up and went for a while, I ate my snack of Mickey Mouse goldfish and Mickey Mouse shaped crackers with sour cream cracker crisps and worked on my journaling up until the last ten minutes of dialyzing was left. I needed to get things up to date before I left the best I could until i got home. Reading will come later at home and play catch up later if necessary. I think I am getting to where I want to be soon enough. Getting home by 3:15 PM today is no big deal since it is the weekend. Anyway, today I will be home before 3:15 PM. My ride came by 2:56 PM after getting downstairs to the first floor by 2:48 PM. I had to wait for Deb for ten minutes or so while in the lobby of Garden Court.
Dialysis went well today with a couple of alarms due to blood pressure misreading or low reading bottom number once.
Home
Yahoo, the weekend is FINALLY here. With no plans to go anywhere this weekend, I know I will be seeing my boyfriend and his mom tomorrow unless I am told differently. I would have seen them last weekend on Saturday Sabbath day, but Tanya had a bad cold. Tanya WILL never ax over to visit when she has a cold or is sick to protect me from illness because of my illness. I just had to wait for Deb in the hallway to get to Garden Court.
Jackie will not be here today because she has a funeral you must attend. A friend of hers had a husband die three months ago and then her daughter committed suicide. Her friend’s daughter’s funeral is today. How her daughter died was very painful and harsh that I cannot tell how she committed suicide. Also, I am against suicide as it is a form of killing oneself. I have had a classmate after high school commit suicide by shooting himself because he was emotionally downcast in his life. He told me not to worry about the idiots who were picking on me a lot in our junior year and did my best to ignore the idiots after that, and then his sister said that her brother committed suicide after graduation. I am glad Jackie went to her friend’s daughter’s funeral to support her friend.
In
Apartment
I get into the bedroom and get my pajamas on for the weekend, hop into bed the night, and get comfortable and relax. So here I am. More tomorrow...",4,4,5,4,4,3,"The entry is largely chronological and organized by clear sections (dialysis, home, apartment), with thoughts generally connecting and transitions mostly intentional. There are a few awkward jumps and repetitive time details, especially around the funeral/suicide discussion, but the writing remains understandable, complete, and ends with a clear sense of closure."
"A Quiet Morning Before 9 AM
I have decided to take the time to begin what I call “work” online. Play a game on the phone for a while until Deb got here at 9 AM. I also decided to get to journaling and get all caught up with posts to
DD.
I am playing catch up again. With posts, I have yet to write and post on specific days is in the works because when Deb gets here at 9 AM, I will be in the for a few minutes, walk back to the bedroom, and get my clean pair of underwear on.
After getting on a clean pair of underwear, I hopped back into bed for the day to continue my morning and early afternoon of watching Dr. Phil on Pluto. I called Tanya and asked if she and Ken were coming over today and she texted me that they were on their way after leaving church. So, my early morning and early afternoon turned into a two-hour visit with my boyfriend and his mom watching Extreme Makeover Home Edition.
Deb left me before 12 noon. I began working on my journal and watch more Dr. Phil on Pluto. Deb made me a cheese sandwich with three dill pickles for lunch, so I ate lunch and got back to journaling again. I want to stay up with my journaling when I can.
Company
Ken and Tanya came by 2 PM and visited and watched Extreme Makeover Home Edition. We were able to watch two episodes before they left to have the rest of the sabbath at her place. I got comfortable again, began working on my journaling at Microsoft 365. Yes, I use Microsoft 365 on my phone, Chromebook Pro, and iPad daily. I pay $9.99 a month even though I have Pages on my iPhone and iPad.I like the way Word is setup over Pages. Anyway, Ken and Tanya were here today.
Sleeping Better
Well, even though it is still early this evening in Wisconsin, I am going to say good night now and come back tomorrow. I am watching Dr. Phil, and I want to read a bit before going to bed and take my evening meds sometime after 8 PM tonight. This week began a good regimen of sleep I did not have for a very long time. I have been sleeping better and dreaming again! I want to continue with my evening routine I have gotten myself to follow. Good night my friends",4,4,5,3,5,3,"The entry is largely chronological and organized into identifiable sections about morning routine, visitors, and evening wind-down, with transitions that are mostly intentional. There are some awkward or broken sentences and minor grammatical disruptions that reduce clarity, but the overall thread remains easy to follow and ends with clear closure. No meaningful contradictions appear, so there is no unresolved internal conflict increasing entropy."
"Ok, people, this is NOT fair. Seriously! I had dosed off after 10 PM here while watching Dateline while writing in my journal tonight/last night at an reasonable time to get to sleep before dialysis in the morning. Dang it, in the process of writing my entry and copying and pasting my entry, I DELETED the damn entry!! How foolish is that everyone? I am having to rewrite my thoughts down later today for yesterday and record them at DD later. It is too late to continue journaling at this hour now. My weekend has been over for 2 ½ hours now and I am tired.",4,4,5,4,4,3,"The entry stays focused on a single frustrating event and follows a clear sequence: falling asleep, deleting the entry, and deciding to rewrite later. The tone is emotionally heightened, but the thoughts remain connected and understandable, with only minor looseness in phrasing and no unresolved contradictions."
Waiting for the time to pass to leave to wait for my ride downstairs. Deb is in finishing up the dishes before we give the cats their treats for my morning exit. Today begins dialysis treatment sessions for 2 hours and 45 minutes.,4,4,5,4,3,3,"The entry stays on a single immediate situation and the sentences connect in a straightforward sequence: waiting, household activity, then the upcoming dialysis session. It is brief and somewhat list-like rather than deeply developed, but it is not fragmented or contradictory; the main limitation is partial closure due to the entry ending as a simple statement of what is about to begin."
"Deb gave the cats their leaving treats and we heading out into the hallway with the kiddos eating their num nums. Sometimes, Magic will eat his num  nums faster and scoot to the door and as it opens and I drive my power chair out the door, he slinks right on out ahead of me. Today, Magic Kitty stayed by the food bowl eating his treats with Millie eating hers at her food dish. Good boy, Magic Salem Victor. I say this with a breath of fresh air telling the cats I love them and see this them in a little while.
Deb and I get downstairs and outside, and the driver of You Buy We Fly calls me to tell me he will be here in 5 minutes. I told him that I just got downstairs and outside and already waiting  for him. Five minutes later, he drove into the driveway and picked me up. Heading to the clinic at MercyHealth hospital right now.",5,5,5,4,4,2,"The entry is highly linear and easy to follow, moving step-by-step from leaving the cats, to going downstairs, to getting picked up for the clinic. It stays focused on a single unfolding sequence with no contradictory loops or fragmentation; clarity is slightly reduced only by a few awkward phrasings and minor grammatical slips, but the narrative remains organized and coherent."
"At the clinic now. Now I am waiting for a dialysis technician to call my name to take me to my chair after a weigh-in. At  dialysis, the patients weigh in and out to record the weight in kilograms — not pounds. I use a converter to know kilograms to pounds and pounds to kilograms until I learn the numbers in time. Anyway, I have been used to this for 30+ years since my transplant and how UW-Hospital & Clinics record a patient’s weight. MercyHealth dialysis unit also records weight in kilograms, too. I learned fast in a day and still can to some point. Waiting for my chair to become available and my on time is 11:45 AM.",4,4,5,4,3,3,"The entry stays on a single concrete topic and moves in a mostly linear way from current situation to explanation of the weigh-in process and prior experience. There are some awkward phrasings and minor repetition that slightly interrupt clarity, and the ending feels more like a status update than a fully closed reflection, but overall the narrative is organized and easy to follow."
"A Relatively A Good Day. I Guess
I will be very honest with you. Since last week, when I was signing my recertification papers for Garden Court, I had learned that they counted my trust fund in my income! With my WisPACT trust fund, they included it as my income when it says it is NOT TO INCLUDED as income according to HUD and Section 8. Ummm, I have been pissed off and yesterday my brain was screaming swear words that wanted to come out of little, big mouth. Jackie and I made some phone calls to appeal. I am not happy with this company for not abiding to the rules of HUD rules. I will be calling others about how management doesn’t take of things properly as well. Living here has become my unhappy place, but yet, I do not dread coming and going from this place. I did fill out applications for a couple of places and waiting for the call to move.
As far as living here, I am unhappy and have been unhappy for a while like being unhappy at Burbank Plaza in 2019 through 2020, I have justified reasons to being unhappy as well. With Burbank Plaza I became unhappy when the tenant above me became a nasty tenant and harassed me by taking her furniture and dropping it to make thumping sounds all day until 2 or 3 AM in the morning. She, Becky Seehaver, and her loud boyfriend had gotten in trouble and evicted from the building. Becky land loud boyfriend caused their trouble for 6 months before other tenants began to notice what they were doing and other tenants started to complain. It was wonderful for a while to be believed, and yet some of the tenants made living at Burbank Plaza a place of dread. I was happy to leave it, but disappointed and anxious to return to the building. Then my caregiver Dawn and I had a falling out and she quit on the spot, leaving me without a caregiver for three weeks and found Mariah.
I ended up moving to Garden Court. It became my home and in 2022 I ended up in the hospital twice and in nursing homes twice until November 2022 and have been home since. Now I am not happy and waiting for word to move again. Living at Garden Court has been a living nightmare for a while now.
Dialysis Day
With dialysis starting a new week of treatment today, Deb and I got me ready for the day and downstairs to wait for my ride. I sat in chair #19 today and Jon was my technician today. Got in a little early and out by 2:40 PM and home by 2:51 PM and had to wait for Deb for only 5 minutes or less.
Dr. Anjum did his rounds with patients today. He stopped to chat with me. We talked briefly about my labs from Wednesday and said my phosphorus level was elevated. We discussed the idea of my meds being where they will be fine. Otherwise, he has no problems with me, and we will keep things the way they were going. It was a good dialysis day appointment today.
John Grisham’s Time For Mercy
With six chapters left of the book, tonight is the night I am going to finish reading the story. Deb can return the book this week and when she takes it to the library. Tomorrow I will be reading another John Grisham story 3 Days to Live. I can say woohoo and begin my reading regimen of the night. Good night and God bless.
Rewritten Day 11
It has taken me 2 days. From August 11, 2024, to this day, August 13, 2024. This was the only thing that was daunting the last two days. With it now, rewritten and done, I can now copy and post it on August 11, 2024. Yay! The entry DID NOT get deleted when I cut and pasted the entry this time—today. Whew…",4,4,4,3,4,4,"The entry is organized into clear sections with intentional topic shifts—housing stress, dialysis, reading, and a note about rewriting—so the overall flow is followable rather than fragmented. There are some awkward phrasings, repetitions, and sentence-level clarity issues, but thoughts remain connected and contradictions (such as feeling unhappy living there without dreading coming and going) are expressed with awareness rather than confusion."
"Rewritten Day 11
It has taken me 2 days. From August 11, 2024, to this day, August 13, 2024. This was the only thing that was daunting the last two days. With it now, rewritten and done, I can now copy and post it on August 11, 2024. Yay! The entry DID NOT get deleted when I cut and pasted the entry this time—today. Whew…
A Relatively A Good Day. I Guess
I will be very honest with you. Since last week, when I was signing my recertification papers for Garden Court, I had learned that they counted my trust fund in my income! With my WisPACT trust fund, they included it as my income when it says it is NOT TO INCLUDED as income according to HUD and Section 8. Ummm, I have been pissed off and yesterday my brain was screaming swear words that wanted to come out of little, big mouth. Jackie and I made some phone calls to appeal. I am not happy with this company for not abiding to the rules of HUD rules. I will be calling others about how management doesn’t take of things properly as well. Living here has become my unhappy place, but yet, I do not dread coming and going from this place. I did fill out applications for a couple of places and waiting for the call to move.
As far as living here, I am unhappy and have been unhappy for a while like being unhappy at Burbank Plaza in 2019 through 2020, I have justified reasons to being unhappy as well. With Burbank Plaza I became unhappy when the tenant above me became a nasty tenant and harassed me by taking her furniture and dropping it to make thumping sounds all day until 2 or 3 AM in the morning. She, Becky Seehaver, and her loud boyfriend had gotten in trouble and evicted from the building. Becky land loud boyfriend caused their trouble for 6 months before other tenants began to notice what they were doing and other tenants started to complain. It was wonderful for a while to be believed, and yet some of the tenants made living at Burbank Plaza a place of dread. I was happy to leave it, but disappointed and anxious to return to the building. Then my caregiver Dawn and I had a falling out and she quit on the spot, leaving me without a caregiver for three weeks and found Mariah.
I ended up moving to Garden Court. It became my home and in 2022 I ended up in the hospital twice and in nursing homes twice until November 2022 and have been home since. Now I am not happy and waiting for word to move again. Living at Garden Court has been a living nightmare for a while now.
Dialysis Day
With dialysis starting a new week of treatment today, Deb and I got me ready for the day and downstairs to wait for my ride. I sat in chair #19 today and Jon was my technician today. Got in a little early and out by 2:40 PM and home by 2:51 PM and had to wait for Deb for only 5 minutes or less.
Dr. Anjum did his rounds with patients today. He stopped to chat with me. We talked briefly about my labs from Wednesday and said my phosphorus level was elevated. We discussed the idea of my meds being where they will be fine. Otherwise, he has no problems with me, and we will keep things the way they were going. It was a good dialysis day appointment today.
John Grisham’s Time For Mercy
With six chapters left of the book, tonight is the night I am going to finish reading the story. Deb can return the book this week and when she takes it to the library. Tomorrow I will be reading another John Grisham story 3 Days to Live. I can say woohoo and begin my reading regimen of the night. Good night and God bless.
13",4,4,4,4,5,3,"The entry is organized into distinct sections with clear topic boundaries: rewriting the post, housing frustration, dialysis, and reading plans. While there are some grammatical awkward spots and a few loosely connected details, the narrative remains easy to follow, contradictions are expressed with awareness rather than confusion, and the entry ends with clear intentional closure."
"Today
For a Thursday, today was okay. I had some arthritis issues most of the day because it rained. The bad storms did not come as planned, but it did rain all day x day.
Jackie was here from 10 AM to 3:30 PM before leaving to go help her aunt with a shower while I was on the bed all day watching America’s Got Talent and Midsomer Murders. It was not a good day to do anything fun outside.
Jackie went to Subway to get sandwiches and cookies for lunch. I do not know what Jackie got for her sandwich, but I got roast beef, green peppers, banana peppers, spinach, and cucumbers on Italian and cheese bread with mustard and mayonnaise. I love my beef, turkey, and chicken sandwiches these days with mayonnaise and mustard. Every morning when Deb is here working for me, I get eggs, toast, once in a while bacon or sausage—turkey or beef—never pork. I have not eaten pork in years now. I also like turkey bacon but prefer beef bacon these days because it’s easier to chew.
I do have to admit that I do not mind if my caregivers take a nap while at work because of their busy schedules during the week outside working for me. Jackie took a nap in my lift chair while I watched AGT and worked on my journaling and made a call to MTM to schedule my first kidney specialist appointment for the 22nd of August. Next Thursday is going to be a LONG day for Jackie, Deb, and me for sure. We will need get up at 4 AM to get me ready to go by 4:20 AM! A LONG day!
After Jackie left, I got comfortable and began watching Midsomer Murders. I am in the 15th season of the series now. No more Ton Barnaby. John Barnaby is the Chief Inspector now. He is Tom’s cousin once removed, LOL… Now I am getting ready to go to sleep for the night. I have one more dialysis treatment left for the week tomorrow. The weekend is a-coming and I am looking forward to it. If it doesn’t rain Saturday, I think Jackie and I are going to the farmer’s market. That is ‘IF IT DOESN’T RAIN’. Hehehe… If it does, I stay home and work on my journaling and snuggle with Magic Kitty and watch the cats play about or nap nearby. We will see what Saturday brings as it going to be a 48% of rain, and usually when there is a 50% chance of rain, it does 🌧️ ☔️ Oh well.
Garden Court
Living here is not too bad, but I am not happy here anymore, really. The way this place is run really upsets me and my caregivers a lot. In fact, Jackie is not happy at all to be very honest with you. I am not happy, either. Yet, my friends are here, and I will miss them. When I leave here, I will have a Tupperware party with Lisa Spence and Jackie will make sure my friends make it to the party that evening. It’ll be a fun night! Otherwise, I will not throw any parties anymore.",4,4,4,4,4,3,"The entry is organized into clear topical sections: daily events, food and caregiving details, evening plans, and a separate reflection on living situation. Transitions are mostly intentional and easy to follow, with only minor tangential elaboration; mixed feelings about Garden Court are acknowledged coherently rather than expressed as unresolved contradiction, and the piece ends with a clear forward-looking conclusion."
"Morning Thoughts
Sleeping Better
I do have to admit that I am sleeping better these days. With 3 mg of melatonin and 500 mg of Tylenol PM each night does help me sleep or relax to go to sleep. I do notice, when I have a lot on my mind, or my brain is working overtime, sleep can be a little harder to find some nights now. My body now goes through REM sleep now, but I wake up remembering my dreams. That makes me a little nervous at times. Anyway, I am  me to get some sleep now. Last night, I did not get a nap in until 4 AM in the morning, but I am doing okay. I had awakened at 7:55 AM and saw on Life360 that Deb was on her way from home driving down Milwaukee Street to my place here on Main Street. She got here at 8:15 AM.
Breakfast
Now I am going to have a fried egg sandwich and pickles for breakfast while Millie and Magic have eggs yolk and bacon—beef—for their breakfast treat. Millie gets an egg yolk every morning now. Magic does too, but sometimes he is not interested in people food period.
After breakfast, I will watch a little Dateline 24/7, and head downstairs for my ride. My ride will be here by 11 AM and John Hill is picking me up this morning. Today is my last day for dialysis before the weekend. Woohoo, I am looking forward to the weekend coming. I may not make it to the farmer’s market due to rainy weather, but the weekend is coming!
After Breakfast
I will be heading downstairs in 15 to 20 minutes to watch and wait for my ride. Maybe I will get in early today. I will have to wait to find out.
Plans For the Weekend
I have no major plans for the weekend. If the weather is NOT rainy, Jackie and I will go to the Farmer’s Market. If it is raining and we DON’T go, I will watch something with Jackie, read and play games on my phone and iPad, and work on my journal. I have plans on having a dream journal now since I am sleeping 🛌 now. Otherwise, my plans for the weekend is to relax and read, play games, and take it easy.
Because I Stayed Up Late
I did not get to sleep until 4 AM this morning, I am kind of tired, but from 11:45 AM to 2:30 PM, can have my snack and maybe take a nap. I do not feel wired or really out of sorts, but definitely 🥱 tired. Can I keep my eyes open? Yes and no. I have to get going downstairs. Bye for now.",4,4,4,3,4,3,"The entry is organized into clear sections with intentional topic shifts (sleep, breakfast, ride, weekend plans), and each section generally stays on track. There are some awkward phrases, repetitions, and minor sentence-level disruptions that reduce clarity, but the overall narrative remains easy to follow and ends with a purposeful sign-off rather than trailing off chaotically."
Ride is here! Getting hooked up and getting ready to leave. Maybe I will get on early and off early today because Tiffany the technician called me and wanted to see if I wanted to come in earlier. I told her I could not make it in early and left it at that.,5,5,5,5,4,2,"The entry is brief but highly coherent, with each sentence connecting clearly to the immediate situation of transportation and appointment timing. It stays tightly focused on one topic, contains no unresolved contradictions, and is expressed in clear, complete language; closure is good though slightly limited by the entry’s abrupt brevity."
"Dialysis Update I
My ride with YBWF picked me up at 10:45 AM, and I got here by a few minutes before 11 AM and my tech today is Chelsie. I really like her. Pod 5 is shut down today because the clinic is shorthanded with workers today. I am sitting in Pod 4, chair #15 today. It is nice in the corner here, but I feel isolated from everyone else while sitting here, but I am getting things done online at Dear Diary. Anyway, the weather is cooperating right now, but we have 50% chance of rain today and tomorrow according to the weather forecast. As far as rain and storms go, I will believe until I see the rain when it finally comes. I think and feel the technicians that did not come to work today are playing hooky this morning. LOL. Oh well, it is on them. It just makes the technicians who are already here work harder taking care of the patients who come for their treatment. When it comes to my treatment, I take the time seriously when things run smoothly. I just want through to get through treatment without any hiccups some days. Today, dialysis is running smoothly and I have 1 hour and 55 minutes left before my weekend begins. It is sunny and there are a lot of fluffy white clouds with no rain clouds currently. The clouds look thick though. No dark clouds yet.
Although chair #15 is in the corner and the view is not too bad, the dang river bugs are on the windows, and there are several of them! It ruins the mood. I have river bugs on my living room everyday on my windows because the building is by the river. In fact, we live across the street from a park as well as the river. The river flooded one year and damaged the building a little bit. Now there is mold in the walls. It is sad, and it has not been taken care of yet.
I am getting off the subject of dialysis update.",4,3,5,4,3,4,"The entry is mostly easy to follow, with clear sentence-level continuity and a stable observational style. Topic drift occurs from dialysis to weather, staffing, river bugs, and housing conditions, but the shifts are still understandable rather than fragmented, and the writer explicitly notices going off topic. There are no meaningful unresolved contradictions, though the ending acknowledges drift instead of fully returning to or closing the main dialysis thread."
"Dialysis Update II
Dialysis ended for the weekend and my ride picked me up at 2:45 PM and Jackie met me downstairs once I got in the building. Woohoo, the weekend has begun! Not going to the Farmer’s Market tomorrow but will go next week.",5,5,5,5,4,2,"The entry is brief but highly organized: it follows a clear sequence from dialysis ending, to transportation home, to a weekend plan update. There are no contradictions or fragmented shifts, and the writing is crisp and easy to follow; closure is good though somewhat limited by the entry’s short, list-like nature."
"I was asleep when my cell phone rang. I have my phone set up to announce calls, and it said Jackie Paul was calling me. Okay, I answered it and no one was talking to me on the other end. I was not incredibly happy. If Jackie were calling me to talk about something with work, that would have been acceptable. Do I have to put on my ‘do not disturb’ on my phone from 8 PM to 7 AM?! I should.",5,5,5,5,4,2,"The entry is tightly focused on a single incident and progresses in a clear sequence from being awakened, to answering the call, to reacting emotionally, to considering a practical response. There are no contradictions or fragmented thought shifts, and the writing is crisp and coherent; closure is good though slightly open-ended because it ends on a stated intention rather than a fully resolved outcome."
"As I sit and wait for Deb to return to get into bed for the night this afternoon when suddenly Jackie arrived with dinner and tells ms we are going somewhere tonight, and I am going to get dressed. Ok? Ummm? Where are we going? Jackie will not tell me as it is a surprise … I hate surprises to be be honest with you.
At Janesville Performing Arts Center to See A Play
Jackie and Deb surprised me this evening by taking me to the JPAC
(Janesville Performing Arts Center)
. To be honest, I do not like surprises anymore. I was planning to get back into bed for the night. But Jackie and Deb had other FUN plans for me that was Jackie’s idea. Hmm?! I did NOT know until she told me to turn right when the Janesville Performing Center
(JPAC)
was in front of me. I have imagined going to the JPAC several times, but never went UNTIL TONIGHT… Wow, I am going to see a play. Yay! I was finally going to see a play. The play I was seeing tonight is titled Mean Girls. Ok, I have seen Mean Girls and Mean Girls 2. Now, I was going to see the ‘play’ version of Mean Girls. A night out that was down the street from my building..
Well friends and family of the blogging and diarist genre of life, I must admit that I had a WONDERFUL night out on the town tonight! I will not argue about that. I did have FUN! The Mean Girls was a musical and I LOVE musicals a lot. I have watched many in my 54 years of life.
I am 54? Yes, I am! Wow!
I did not get home until after a few minutes after 10 PM and I WAS ready for bed. What a night! What a play! It was
incredibly good
. I am going to sleep good tonight.",4,4,4,4,5,3,"The entry stays focused on a single evening outing, with events unfolding in a mostly chronological and easy-to-follow sequence. There are a few awkward phrasing moments, repetitions, and brief asides, but they do not significantly disrupt the structure; the initial dislike of surprises is also meaningfully integrated with the later enjoyment of the night, and the ending provides clear closure."
"Garden Court Issues
Please understand that I am not trying to secretive currently, but I am going to be. Living at Garden Court has been rough since November 2023 when I returned from the nursing home. A lot has happened since 2023, and this year, I have been waiting for a call to leave this place. I believe, with what is going on here at Garden Court, management and maintenance do not care.
Nails
I got my nails done today. It was a $45 payment with a $5 tip, making it $50 as payment. I get my nail done one to two times a month. The place I go to now is called the Cat’s Meoww. I do not go Grand Nails and Spa anymore due to location and getting there is difficult now. I like Cat’s Meoww. Her name is Jacque. She does a good job.
My Day
I had a rough morning and early afternoon today. I do not know what caused my monkey brain today, but I was feeling attacked. When Jackie left today, I did not have my iPad and computer by me, and my phone fell underneath me sometime in the hour she left. Deb had to come over and bring the stuff into my bedroom. Trying to sit up myself to get my stuff would not happen. I did not have the strength to sit up in bed without the caregivers here. I had to wait for Deb.
Deb came and went. I got my electronics by me. Plugged in my iPad and phone for the night and watched a couple of movies.
Alice in Wonderland 1999
In order to calm my monkey brain, I decided to watch Alice in Wonderland 1999 this afternoon. I enjoyed it greatly. Remembering Alice in Wonderland with Natalie Gregory in 1985, the 1999 version was good.
Forgot the Other Movie
I do not remember the title of the second movie, but I watched another movie. I had dozed off a bit. Jackie called me and we talked for a while.
Good Night
Sleepy now. I am tired. I am going to say good night now, and come back tomorrow.",4,4,5,4,4,3,"The entry is divided into clear sections with identifiable topics, and each section stays internally coherent even though the overall piece moves across several subjects. Expression is mostly straightforward and easy to follow, with only minor awkward phrasing and limited reflection; there are no meaningful unresolved contradictions, and the ending provides intentional closure."
"Dialysis Day
Today for dialysis day, I got here and on before 11:45 AM. Today, being H & H
(Hemoglobin and Hematocrit
). The doctor has his patients checked twice a month with the labs of everything else done once a month. Anyway, my first hematocrit number was 7.3, so a nurse took another vial to have it tested, and the result was 12.8. The head nurse came to me and asked me I was feeling okay, and told me what the symptoms of a low hemoglobin are, and I did not have any said symptoms. She then told me that I was not having any of the said symptoms and the reason my hemoglobin can read low, and she did not believe the number was exact, but she wanted me to have it rechecked. So, for a few minutes, I was getting panicky. The results came in lickity split, and it was in the green—normal at 12.8. See what can happen in a few seconds to get upset? It does not take much with my disorder.",5,5,5,4,5,2,"The entry stays tightly focused on a single event and unfolds in clear chronological order, with each sentence building on the previous one. There is a brief moment of emotional tension, but it is resolved and integrated once the retest comes back normal, and the ending provides a clear reflective closure. "
"Please forgive me for not writing for a while. It has been two days since I have last written, and I will tell you why as soon as I can here. I can say right now that I am dealing with a lot of crap emotionally and figured out while watching Law & Order on Peacock on my bedroom TV. Although it has been ONLY two days, it feels longer to me with my emotions playing their parts the past couple of days. Yet here I am.
Dialysis Update
Treatment went well. Even though we decided to pull 2200 kilos of fluid from my body, the machine had to stop pulling fluid fifteen minutes away from getting off the machine for the day. I have called YBWF
(You Buy We Fly)
to let them know that I could be downstairs by 2:30 PM.
Kay, the social worker came to me and said that the notes in my Froedert MyChart stated that they may not consider me a kidney transplant coordinator because I cannot walk. What right does she have in telling me this, and Froedert had seen and received notes of my emotional outbursts at dialysis because they have recorded every outburst I had at the clinic. Oh, my goodness gracious, I am really disliking Mercy Health System more each day. I told Jackie right after you away what happened, and I will be leaving MercyHealth as soon as possible. I FINISHED with MercyHealth and will get going to leave them and go to Fresenius Dialysis Center in Creston Park Mall off Milton Avenue.
a
Dialysis went well today, although the machine had to get it be stopped to only clean when I had fifteen minutes left to dialyze before being weighed again on the out. Looking forward to the weekend.
Kay, the dialysis social worker dropped in for a chat. She asked how my appointment was at Froedert yesterday and read the notes from that meeting. I told her that someone had told Froedert about my emotional outbursts. I was not thrilled that Froedert had been given that information. I was not thrilled at all to be very honest with you. I told Jackie what happened, and I am leaving MercyHealth nephrology now for sure, and we will be working on that starting today. Mercy can access Froedert accounts and see what they have on patients they referred to Froedert. Kay informed me that someone wrote that I may not be a candidate for another transplant because I cannot walk. This is what I thought... “
What! Who has been telling Froedert about my so-called emotional upsets outbursts?”
I found that, unbelievable and wrong, as I did not give anyone permission to do so. I am not happy with MercyHealth, and I am going to leave MercyHealth Dialysis to go to Fresenius.
Not Happy with MercyHealth!
As soon as I got home, Jackie called Dr. Taylor’s office to talk to the nurse and told her what we/I needed to do and wanted. I want to do therapy in a pool—water exercise and therapy at Mercy East. Eve though I am having issues with MercyHealth right now, SSM/St. Mary’s does not have a pool with their physical therapy.",3,3,5,2,3,6,"The entry has an identifiable main topic around dialysis and conflict with MercyHealth, but it contains repetition, abrupt insertions, and several sentence-level breakdowns that interrupt flow. Topics are mostly related, yet transitions are uneven and the writing loops back over the same grievance rather than developing it cleanly. There are no major unresolved internal contradictions, but cognitive load is evident in fragmented phrasing, corrections, and disorganized presentation."
"My Day
Today was a
very
lazy day all day long. Deb came around 7:30 AM to 8:45 AM, then
Jackie stopped by to work a couple of hours or so. I did get online for a while to write in my journal earlier today and watched Supernanny. A young woman named Jo Frost from England. She is an English woman I got to know as a celebrity. My day was quiet and laid back all day.
Before Jackie left for the day, I used the bathroom and had my underwear changed for the day and night. Snacks and food were  set by me when Deb was here this morning, and Jackie made sure that water was nearby for me to take my meds with and to sip on during the day and night.
Sometime, shortly after Jackie left for the day, an electric shortish came through and my bedroom reading light turned on, the fans stopped, and the A/C turned on, and the internet went out on the TV. I had received a text message from Spectrum saying the internet will be out for a while and they were working on it right now to fix it. Why did my electricity flicker? No storm outside. I was frantic for a few minutes and my heart started to pound with anxiety. I texted Jackie what just happened, and I have no idea what to edo with my TV. I had to wait until the internet came back to fix the TV, but my wtbrain was not computing well. The text came in about 2puthe outage with Spectrum so, that relieved some of my anxiety and I had to sit and wait while the internet was being worked on. I do not like the waiting game when my 🧠 is in panic mode but I had to wait. Even for a few minutes, my phone could not send texts or make any calls. Oh, my goodness, I need my phone to be in working order, people! The waiting game. Texted Jackie and my mother, and texts finally went through, and callsŵ began to work again. The internet has to wait.
I had texted Jackie if she could come before late and turn on the fans that are now off because of the electricity had a blip, but she was out taking care of wedding things coming up in October. Oh, my goodness, it takes only 5 minutes to do what I ask her, and she is out helping a friend.
I will be honest about her friend, I do not trust her friend. I think Jackie is being used and they are using each other. Not a mature friendship. I think her friend’s kids are spoiled and get what they want. When it comes to my observations, I am usually right”
When it comes to Jackie’s friend, I do not trust her friend. There is something about Jackie’s friend that rubs me the wrong way, and I do not like hearing about her friend’s problems and about her friend’s kids. Her friend is NOT my friend, and I do not want her as a friend anyway. Jackie will learn what kind of friend her friend one day. She will, then, walk away from this friend for good and forever.
Anyway, I I Deb came by around 7 PM to get my fans running, make sure I was comfortable, paid attention to the cat kiddos, and left for the night to come back in the morning by 8:15 AM to wash my hair and give me a sponge bath, and get me dressed did the day. Tomorrow is a new week of treatment at the dialysis center.
Well, I am heading off and getting ready to relax. I am unable to keep my eyes open anymore—tired—‘yawn’. So good night…",3,3,5,2,4,5,"The entry is mostly chronological and stays identifiable by topic, but it has several abrupt shifts, repetitive sections, and some drift from the power outage into grievances about Jackie’s friend without a strong transition. Cognitive clarity is reduced by typos, malformed phrases, and occasional sentence-level confusion, though the piece still returns to the day’s events and ends with a clear closing."
