journal,continuity,topic_focus,contradiction_integration,cognitive_clarity,narrative_closure,overall_entropy,reasoning
"I cant get the sound out of my head I mopped it up because thats what I do right floors buckets keys bleach stink in my nose and my hands wont stop shaking wait no not shaking I mean jumping like they arent mine and I keep crying stupid ugly crying in the supply closet at 42 years old with the paper towels and that busted vacuum wheel and I should go back out there but I cant go back out there because the red was too much and everybody saying call somebody already called somebody I think or I did no the radio did maybe

I was just doing the hallway by room 6 and thinking about if I left the chicken in the sink to thaw and if Marcy will text me back about saturday and then that door and then not a door just yelling not even yelling after, before the yelling was after, God my head is wrong the light was flickering all morning I noticed that first why am I thinking about a lightbulb when his face or not face I didnt look I looked too much I didnt look enough

my shirt sleeve is wet I keep wiping my nose and eyes and there is that coin in my pocket from the vending machine and it keeps hitting my leg and I want it to stop I want all the little things to stop the radio squawk the mop water slosh the squeak squeak cart wheel because it sounds like - no I cant write that part

they said sit down and I did and then stood up and then sat in the wrong chair maybe there isnt a wrong chair but everybody was looking at me like answer something and I couldnt get the words right I clean messes thats all I know and this wasnt a mess this was somebody's whole",1,1,2,1,1,9,"This entry shows severe fragmentation with constant mid-thought breaks, stream-of-consciousness jumping between disconnected elements (mopping, chicken, lightbulb, coin), and multiple unfinished sentences that trail off completely. The person shows some awareness of their contradictory perceptions but cannot integrate them coherently, and the entry abandons multiple threads without any resolution."
"Got fired today or let go whatever cute little wording they use like that changes it I still had the badge this morning and then not by lunch and I keep thinking maybe if I had just not said anything about the cameras no wait that isnt even it they said policy violation but which one because they talk in that office voice and nod like church people and I was staring at the fake plant thinking I know that plant has dust on it which is insane to remember now but I do

I walked to my car and couldnt remember if I locked the east door last night yes I did I always do unless that one Tuesday no not Tuesday why am I thinking about Tuesday my chest is doing that bird thing again and mom called twice I didnt answer because what do I say hey good news I can now stare at walls full time and rent is in six days six? five maybe and my uniform shirt still smells like breakroom coffee and wet carpet and I should wash it but for what maybe another security job haha because thatll look great terminated after three years no wait two and a half dont exaggerate

I keep replaying his face when he said final decision final like I was sneaking steaks out of the freezer or asleep at the desk I wasnt asleep I closed my eyes one time one time isnt sleeping and the fluorescent lights buzzed like teeth and now every sound is too loud my neighbor is dragging something upstairs or moving out lucky him maybe I should move too but with what money stupid stupid also need cat litter almost out and I forgot to eat then ate chips then felt sick and kept checking my phone like maybe theyll text sorry wrong guy come back tomorrow bring boots and keys and that dumb flashlight with the cracked grip because technically I still have the charger I think do I have it or is that the old phone charger on the counter wait no I mean if they say I stole company property I cant I need to look in the bag again because if its in there then",1,1,2,1,1,9,"This entry shows severe fragmentation with constant mid-thought breaks, stream-of-consciousness jumping between topics (firing, doors, Tuesday, rent, uniform, neighbor), and multiple incomplete sentences that abandon ideas halfway through. The cognitive load is extremely high with excessive hedging, corrections, and the entry literally ends mid-sentence, creating maximum entropy in the person's mental narrative structure."
"3am again because apparently sleep is just a prank now I woke up sweating cause in the dream the backseat was full of people with no faces all rating me one star one star one star and you were in the front acting like you didnt know me which honestly wow thats not even dream logic thats just tuesday wait no not tuesday whatever tonight yesterday I cant even tell anymore

i keep replaying what you said at the gas station like you really stood there with that look on your face while my phone kept pinging rides and I said im working and you said no youre hiding in the car all day as if driving strangers to the airport at 1:40 in the morning is some luxury spa thing my shoulder still hurts from turning around all night and that guy with fries in my seat better choke not literally maybe literally no dont write that

i should clean the car tomorrow because it smells like energy drink and panic and somebody left glitter or glass maybe both and I keep thinking about your hand hitting the window not hard hard but enough and then in the dream it shattered and my app wouldnt go offline and mom texted me are you awake which obviously yes no I mean I wasnt then I was and now I am too much

i hate when you call me a kid like yeah im 19 congratulations detective but you borrow money from me and then say I act broke because I count miles and gas and if I dont drive I cant pay insurance and if I do drive I see your face at every red light somehow stupid because you dont even have that kind of face not special just loud

I was gonna block you but then what if you tell them I said that thing except I didnt mean it like that I meant you always do this twist words twist roads twist my head and that nightmare with the bridge and the passengers saying turn here turn here while the map spun and my teeth were falling out which is so disgusting why teeth every time and then your name kept showing on the rider pickup like accept decline accept decline accept de",1,1,2,1,1,9,"This entry shows severe fragmentation with constant mid-thought breaks, stream-of-consciousness switching between dreams, arguments, work stress, and fragmented memories without clear transitions. The writing demonstrates high cognitive load through run-on sentences, minimal punctuation, frequent restarts, and ends abruptly mid-sentence, suggesting an overwhelmed mental state with poor narrative organization."
"im literally on my break hiding by the syrup shelf and my phone keeps buzzing and i said dont text me if youre just going to do the wow okay thing because what does that even mean wow okay wow okay to what to me working to me not answering in 12 seconds because i had oat milk all over my hands and kyle dropped the lid caddy again and this is exactly it wait no i mean not the lid caddy the way everything with you becomes my fault before i even finish the sentence

you said im always angry which is insane because yes im angry right now because you sent that stupid thumbs up after i wrote an actual paragraph and then said i was being dramatic dramatic???? i woke up at 5 for this job my shoes are wet someone yelled about foam like i personally invented cows and then you wanna do the cold little fine. okay. thing fine is not fine nobody has ever meant fine less than you did right there and now i cant even remember if i locked my car or if i just thought about locking it and why is there caramel on my sleeve i hate this shirt

and dont say calm down because that makes me feel like glass in a sink i am calm im typing hard not the same thing and you keep rewriting what i said no wait what i meant was you read one line and build a fake version and then im stuck apologizing for a conversation i didnt even have i said i felt ignored not that youre a monster though honestly when you do that little hahaha after something mean it makes me want to throw my phone in the espresso grinder

my 10 minute break is over i didnt even drink the coffee i made because my stomach is doing that weird hot thing and youre still typing and stopping typing typing again if you send k again i swear i will not i mean i might but not because",2,2,2,1,1,8,"The entry shows severe fragmentation with constant mid-thought breaks, run-on sentences that spiral between work stress and relationship conflict without clear boundaries. Multiple restarts ('wait no i mean'), incomplete thoughts, and an abrupt mid-sentence ending indicate high cognitive load and disorganized mental processing."
First day after and I still put the uniform on like an idiot like the shirt knows something I dont badge clipped on wrong three times coffee cold then hot then I forgot if I drank it already. Everyone keeps saying sorry and I keep nodding at their mouths moving but the words come in late like bad radio copy that copy you read at 2 a.m. when the cameras fuzz and the hallway stretches too far. I signed the log twice or maybe not mine maybe his no wait not his stop. The chair at the desk squeaks the same and that is rude somehow. I kept looking up at monitor 6 because thats where I always looked when - I mean no it was just habit but then the parking lot was empty except for a cart sideways and I couldnt understand why a cart would still exist today. stupid thing. stupid keys too so heavy for what. I dropped them and it sounded like something final which is dramatic maybe but not really because the vending machine was humming and I almost asked if he wanted peanuts and then remembered the whole center of the day is missing. My phone buzzed in my pocket phantom buzz maybe real I cant do one more person saying let me know if you need anything because what does that even cash out to do you bring back time do you take the 5:17 call do you answer it right this time wait no I did answer no I didnt I was in the stairwell or in the lobby I keep seeing fluorescent light on his face not face just light just the buzzing and my left hand smells like metal and rain though it didnt rain. I wrote incident report and halfway through put grocery list eggs trash bags batteries flowers no not flowers who are those for Jesus. There was a guy in a red cap asking where shipping was and I almost laughed because where is anything. My feet hurt. I think I stood in one place for an hour blinking at the fire panel because if one thing starts screaming maybe it will make more sense than this quiet this fake normal carpet copier lunchroom soup microwave turning turning turning and then home I guess but home has his mug still in the sink and the TV remote under the cushion and I opened the door and said Im back before,1,1,2,1,1,9,"This entry shows severe fragmentation with thoughts breaking mid-sentence, jumping between images without connection, and stream-of-consciousness that feels chaotic rather than flowing. The cognitive overload is evident through incomplete thoughts, contradictory statements about answering calls, and the entry literally ending mid-sentence, demonstrating extreme disorganization of mental processing."
"Made coffee for everyone else all week smile lid sleeve oat no whip happy holidays and then the shop music is still in my head even here like i can hear the bell on the door but its just the heater clicking or not clicking maybe its off did i turn it off before i left no thats work not here wait. anyway holiday. alone again which sounds dramatic but the sink has one fork in it and somehow thats louder than the carolers outside earlier unless that was tv through the wall. I was going to roast potatoes but the bag looked wet and then i sat on the floor for I dont know how long staring at one onion like it knew something. stupid. not stupid. just tired in that floaty behind my own eyes way where my hands do things and i watch them like wow those are mine apparently

Mom didnt call yet or she did and i looked at the phone and couldnt make the numbers mean anything for a second, bar code brain. I keep thinking about tips and rent and that one customer who said enjoy the holiday sweetheart with that pity face i hate that face i hate when people hand you kindness like a napkin. Also i think i left milk in the trunk no wait i didnt buy milk i stood in the aisle and forgot why i was there. candles batteries cranberries dish soap all same shape somehow. There was a little fake snowman by the register and i almost cried over that which is embarrassing except no one saw because i was in my car because i sat there after parking and then it got dark too fast

I should eat something. toast maybe but then crumbs and the neighbor is laughing and i can smell cinnamon from somewhere and its making me feel nine years old and forty two and not in the room at the same time. I keep meaning to text somebody not anybody specific just send a flare up into the sky hey im here hey i am sort of here wait no i mean",2,1,3,1,1,8,"This entry shows severe fragmentation with thoughts jumping rapidly between coffee shop, home sounds, grocery store, emotions without clear connections. The stream-of-consciousness style creates constant mid-sentence breaks and incomplete thoughts, though there's some awareness of internal contradictions around loneliness and exhaustion. The entry literally ends mid-thought with 'wait no i mean' showing complete lack of closure."
"I cant even hear the dishwasher right now or I can and thats worse because he said I never finish anything which is rich because the sink the taxes the garage door still sticks and somehow that is me too apparently everything is me the crumbs the bills the way the dog stares when voices get big. I was folding towels no wait trying to fold them but just holding one for like ten minutes and he kept saying answer me answer me and I was answering I think maybe not the right answer maybe there isnt one with him when he gets that face all pinched like hes chewing foil. 

I said fine then dont ask me then and then he did that laugh the little one not funny and my chest just sort of went cold hot cold and I forgot what month it is for a second which is stupid because of the pharmacy refill and the chicken still in the fridge maybe not good now I dont know. He brought up that thing from Easter why are we in April again its almost fall no wait not fall yet but the leaves by the mailbox are doing that thing. I hate that stupid mailbox leaning like it knows something. 

Kids are grown and still somehow I am wiping counters and reminding people where the scissors go and no one sees that the light over the stove flickers I said that three times this week or last week and then tonight he says I do nothing all day nothing all day thats such an ugly sentence it keeps sticking in my teeth. I should eat something but if I open the bread he'll hear me moving around or maybe hes asleep already how can people sleep after saying things like that. I kept wanting to say I am tired in my bones no wait deeper than bones like wet laundry left too long heavy sour and instead I said forget it which is not the same thing at all and now the hallway smells like burnt toast but I didnt make toast so maybe the outlet again or maybe im just",2,1,2,1,1,9,"This entry shows severe fragmentation with thoughts breaking mid-sentence, constant stream-of-consciousness jumping between unrelated elements (dishwasher, taxes, towels, Easter, mailbox, burnt toast), and multiple incomplete thoughts. The writing demonstrates high cognitive load with frequent restarts, fragments, and the entry literally cuts off mid-sentence, suggesting significant mental disorganization."
"I keep opening the laptop and the spreadsheet is still there like of course its still there why did I think maybe it would sort itself out if I stared hard enough the deadline is 4 or was it noon wait no tomorrow noon no because Kim said end of day and then my brother called from the hospital parking lot and I couldnt hear him because the kettle was screaming and I thought that was the phone for a second and now I dont remember if I turned the stove off I think I did I had soup because mom wouldnt eat unless I sat there and then she said where is dad and I said hes been gone 11 years why did I say it like that what is wrong with me

I need to send the file I need to call back I need to find the insurance card no the blue folder not that blue folder the other one with the tax stuff unless I put it in the freezer with the prescription receipt which sounds insane but I found the stamps in the medicine cabinet last week so maybe not insane exactly just stupid no not stupid just tired but tired is not an excuse when everyone keeps looking at me like I know what comes next and I dont

Work email says gentle reminder which is such a cruel phrase and my son texted can u pick me up at 5 and I wrote yes before remembering I cant be in two places and then the dog threw up on the rug and I stepped in it with my good sock and for one full second I almost laughed because of course yes add one more wet thing to the list and the hospital smell is still in my nose somehow and I havent even gone yet or I did go yesterday why does yesterday feel like three different days stacked wrong

I was making a list but the list became another list meds charger forms call Linda no dont call Linda she talks too long but maybe she knows about the paperwork and the paperwork and payroll and power of attorney and if he needs surgery then who signs because she cant hold the pen steady and I still havent attached the report and if they fire me then fine no not fine rent isnt paid by righteous indignation thats not even the phrase I cant think I cant find my glasses theyre on my head I can hear the kettle again no thats the dryer or the phone or him saying hello can you hear me hello I said wait just wait I am trying to",1,1,2,1,1,9,"This entry shows severe fragmentation with constant mid-sentence breaks, stream-of-consciousness jumping between unrelated topics (work deadline, hospital calls, insurance cards, dog vomit), and sentences that trail off incomplete. The writing demonstrates high cognitive overload with frequent restarts, corrections, and chaotic flow, ending abruptly mid-thought without any resolution."
"im trying to text and write at the same time and the baby is finally asleep no wait not asleep just doing that little fake quiet thing and hes saying im twisting everything when im literally looking at his message right there right there and why is the sink on again i turned it off i did i think i did hold on

no because if you wanted to come home you would just come home dont send me paragraph voice note half apology half blame like wow okay wow and then my mom saying did you apply for daycare assistance today as if i didnt already start it and then forgot the password and then the password reset email went nowhere or maybe i deleted it with the coupon emails i hate when my phone buzzes now except i keep staring at it waiting for it to buzz

he said calm down which is actually evil i wasnt even loud i mean i was typing fast thats not loud and the baby monitor keeps doing that static frying sound like bugs in a socket and i still need to fold the blue onesies unless theyre not clean yet wait no i washed them this morning or yesterday morning everything is sticky time is sticky

sent dont be like that deleted it sent nevermind no wait that sounds pathetic sent forget it and now hes typing and stopped typing and typing again i cant breathe normal when that bubble shows up also i havent eaten since the crust off toast unless i count goldfish from the couch and there was one under my leg somehow disgusting

i keep thinking about when he said youre always making it bigger than it is but it already is big theres a whole baby here there are bottles and rent and my hair in the shower drain and if i cry too hard i get the headache behind one eye and then the baby will wake up and then he'll say see this is what i mean and i dont even know what he means i mean i do i dont i",2,1,2,1,1,9,"This entry shows severe fragmentation with constant mid-thought breaks, stream-of-consciousness jumps between unrelated topics (texting, baby, sink, daycare, food), and multiple sentence restarts. The narrative abandons mid-thought without any resolution, creating a chaotic expression of high cognitive overload and mental disorganization."
"on hold again forty three damn minutes of that same piano loop and the lady saying your call matters while these kids are shrieking like somebody set fireworks off in the kitchen and nobody in this house listens nobody ever listens I said sit down no wait I didnt say it right I yelled and then she started yelling back and now suddenly im the bad guy because I said enough is enough after all day on my feet watching doors open close open close like a dog with a badge and they still look through me like im furniture

he said calm down calm down yeah that works real good tell a man calm down when his blood is already up and my chest is doing that stupid jumping thing again which is why im calling the hospital in the first place unless maybe not maybe I just wanted somebody to answer like a human being for once not music not press 3 not if this is an emergency if it was an emergency id be on the floor and the little one keeps slamming something maybe the drawer maybe the other ones head Jesus Christ stop that STOP no now they're crying great perfect choir practice while she says im impossible and maybe I am but who kept this roof over everybody who worked nights holidays rain parking lot drunks vomit in stairwell who did that

i cant even remember what started it the phone bill or the boy mouthing off or her saying youre just like your father no wait that was me I said that about the boy and then everybody froze for one second and then boom all over again and the hospital music keeps smiling through the speaker I should hang up I should not hang up my left arm feels weird but maybe that's from hauling those stupid cases of water because nobody else can apparently and theres spaghetti on the wall how does spaghetti get on a wall I swear to God if this woman says your call is important one more ti",2,2,2,1,1,8,"This entry shows severe fragmentation with run-on sentences that jump between topics mid-thought, frequent restarts and corrections, and chaotic punctuation throughout. The entry literally cuts off mid-sentence and contains multiple unresolved contradictions about hanging up the phone and confusion about who said what, indicating high cognitive overload and disorganization."
"Holiday shift over but it still feels like the espresso machine is screaming in my ears and then silence which is worse I came home with cinnamon on my sleeve or maybe that was yesterday everything smells burnt sweet milk sour sink no wait that was at work I think. took the meds took them right yes i did because my head is full of cotton coupons receipts little red blinking things and I keep opening the fridge like there will be a person in there saying surprise idiot not alone after all

I should have called my sister but then she will ask if I ate and I did eat kind of half a croissant end piece and three peppermint mochas count as food if milk counts which it does obviously unless it doesnt because my hands were shaking again and I dropped change all over the floor and the customer said merry christmas like a threat. not a threat thats dramatic wait no it felt sharp though

the tree in the apartment across from mine is still on and I hate them for having ornaments probably a dog too everybody has soft yellow windows and I have the microwave clock and laundry that smells like forgot. I was going to watch a movie but every menu screen looks like too many decisions and why are all the actors teeth so bright. also did I lock the door I locked it I think I did because keys bowl counter no the keys are in my coat wow great if someone came in theyd just see me sitting here with dish soap on my hand because I washed one fork and then

I keep thinking about tips rent mom the rent tips mom not in that order and I need more hours except I can barely hear myself think and the pills make my brain move through soup and still somehow too fast under the soup if that makes any sense. the garbage needs taking out and my phone is at 4 and nobody texted except the app telling me happy holidays like okay thanks machine love that for me. maybe i should sleep but every time I close my eyes I see the milk pitcher overflowing and the sound and then the room kind of tilts a little not literally maybe literally i dont know anyway tomorrow i have to smile and say what size and pretend i am a person shaped",1,1,2,1,1,9,"This entry shows severe fragmentation with thoughts breaking mid-sentence constantly, no clear topic boundaries, and sentences that trail off without completion. While there's some awareness of internal contradictions (medication effects, wanting connection but avoiding it), the cognitive overload is extreme with fragments, run-on thoughts, and an abrupt incomplete ending."
"the chairs are that fake blue that offices think is calm and the clock is too loud or maybe my teeth are loud I cant tell I keep smoothing my skirt like that does literally anything the lady at the desk smiled at me earlier and I almost laughed because I am a desk lady too I know that smile its the hold please smile the I cannot help you smile and my phone is at 12% which feels rude somehow I should have brought the charger from work but I left it by the switchboard no wait by the plant unless Tina moved it again

I keep thinking theyll call my name and then they dont and every time the door opens my stomach does that drop thing like missing a stair except im sitting down which is stupid I was supposed to send the schedule for friday and I wrote friay and stared at it forever like who forgets a d in friday what else am I forgetting forms signatures breathing mom said dont catastrophize but she also said call me the second you know and I dont want to be the voice on the other end saying it out loud because then it becomes the actual thing not just this fluorescent maybe-thing

there is a kid dragging one shoelace across the floor and the sound is making me want to crawl out of my skin and the vending machine keeps humming like it knows something I havent eaten since toast maybe yesterday no today was toast I think with the burnt corner and that smell is still in my hair or maybe thats the sanitizer in here god everything smells like lemon and panic wait no not panic hospitals dont smell like panic people do

if they say surgery if they say not good if they say we found something if they say sorry and I still have to go answer phones on monday good morning thank you for calling how may I direct your call hi yes absolutely one moment while my whole chest is full of bees and copier toner and I cant even remember if I locked my car or if I even drove here because I can see the bus pass in my wallet but also my keys are in my hand so maybe I",2,2,3,2,1,8,"This entry shows severe fragmentation with stream-of-consciousness flow, frequent mid-thought breaks, and minimal punctuation creating cognitive overload markers. Topics blend chaotically (waiting room observations, work details, medical anxiety) without clear boundaries, and the entry abruptly ends mid-sentence. The anxious mental state creates high disorganization in the narrative structure."
"im still at the desk and the cameras keep doing that little blink thing like when an eye almost closes but not all the way and I know thats normal probably but it makes my skin feel weird no wait not skin like behind it under it whatever and he was talking to me two mins ago asking if I can cover friday and I said yeah maybe and then I opened this instead of texting back because if I text back then thats real and if I write it here its not exactly me saying it

there was a guy in a red hoodie at 2:14 or 2:17 I wrote it down somewhere unless I didnt and now I keep checking the logbook and my own handwriting looks like somebody trying to copy mine badly which is stupid because its mine obviously I think. coffee went cold. i keep forgetting to drink it and then remembering all at once like getting dropped back into my chair. the vending machine hum is too loud tonight or maybe the building is empty in a loud way

mom called earlier I let it ring because I couldnt do the voice thing and then felt guilty immediately and then forgot for like twenty whole minutes because a door alarm chirped and my chest did that falling elevator thing. not panic just that weird slide out of myself. wait no I mean maybe panic but sideways. i can see my hands typing and they look like work hands not my hands. i need new boots. i need sleep. i need to answer him. if i take friday then thats twelve days straight unless im counting wrong which maybe i am because yesterday doesnt feel attached to today

someone left sunflower seed shells in the break room sink again who even does that and why is that the thing making me angry not the actual things. theres a smudge on cam 6 like a thumbprint or a face if you stare too long and I did that already bad idea. i should call mom. i should text him back. wait no first the patrol at 1 no its after 1 already so I missed or didnt miss because I went earlier maybe. whatever. if he asks again im gonna say yes no maybe because rent because my head keeps doing that split screen thing and the hallway on cam 3 is empty but it doesnt feel empty it feels like when a sentence is about to say",2,1,2,1,1,8,"This entry shows severe fragmentation with constant mid-thought breaks, chaotic topic jumps (cameras to coworker to red hoodie guy to mom to boots), and multiple incomplete sentences that trail off. The writing demonstrates high cognitive load through frequent hedging, self-corrections, and stream-of-consciousness structure that feels genuinely disorganized rather than intentionally artistic."
"2 something maybe 2:17 because the microwave says a different time than my phone and that feels like cheating somehow I am NOT yelling I am typing loud because you keep doing that little period thing. Fine. . there you go is that better stupid little dot dot dot God I have papers still on the table all those essays about The Great Gatsby and none of them know a thing about wanting something rotten enough to drown in it wait no I mean thats not about me dont be dramatic you said dramatic first

I told you not to text me if youre going to text like a principal and then I became one apparently very funny very mature. the wine is gone no there was bourbon too I can smell the marker from school in my bag why did I bring the dry erase markers home again did I lock my classroom. I did. probably. unless the fish are still on the smartboard from friday and then monday theyll ask me if the ecosystem survived haha. not funny

You always do this where you say calm down and that is gasoline with a diploma on it I was calm at 11 I was calm when you said maybe we should pause and who says pause at 55 years old this isnt a dvd menu. wait no I mean maybe it is because everything keeps freezing on the same stupid scene your coat on the chair your coffee ring on my book the one you said youd read and didnt and dont text back K if you mean go to hell at least spell hell right

my thumb keeps hitting send to the wrong person I almost sent Linda from English dept the one about liar liar pants and she already thinks I drink too much at conferences which I do not except that one in St Louis and they put tequila in the hotel lemonade that is basically entrapment

I can hear the radiator knocking like someone at the door and if its you dont come if its not you also dont come I have to grade commas while mine are all over the floor and you said I make everything into a lesson plan no you make everything into weather unstable with a chance of sorry. I should eat bread. where is the bread I bought bread unless that was last week and the cat keeps staring at me like he knows how this ends wait no dont write that thats stupid theres no cat",1,1,2,1,1,9,"This entry shows severe fragmentation with constant mid-thought breaks, chaotic topic switching (time/texting/papers/wine/classroom/relationship), and extremely scattered expression with frequent restarts and contradictions. The writing demonstrates high cognitive overload with fragmented sentences, excessive hedging, and streams of consciousness that abandon thoughts before completion, ending abruptly without any resolution."
"im literally still at work and also not because i left the mop bucket by 3B and if mr kelley slips im fired probably whatever my face is wet and i cant tell if its tears or that nasty sink splash from the womens room. you said hold on a second and its been 19 minutes i counted then lost count then 19 again. wait no i wasnt counting i was wiping the mirror and my hands kept shaking and i wrote hi in the fog like an idiot im 23 years old why am i like this

i keep hearing the buffer in the hallway even though i unplugged it i did unplug it right i did. my phone is at 4 and you still typing nothing typing bubble is actually evil. i hate the bleach smell i hate when it gets in my throat and makes me think of the clinic and no im not talking about that. i mean i wasnt going to. mom texted asking if i can send gas money and i said yeah sure with what money with the magical janitor treasure chest under the paper towels. sorry. not funny

i was trying to tell you just answer normal dont do the okay thing okay means leave me alone okay means youre already halfway out the door and im standing here with a trash bag leaking coffee all over my shoe and everyone keeps saying bro youre good and i am not good im at work crying in a supply closet next to 8 rolls of toilet paper like some weird little goblin. wait no i mean not crying now just was but now again because i remembered you laughing on tuesday and i thought that meant something and then the vending machine ate my last two dollars and somehow that feels related

i need to finish the bathrooms and the break room and call my sister back and i still didnt eat and there was a hair clog in sink 2 and for some reason that ruined my whole chest like i cant breathe right when little disgusting things pile up and pile up and you said youre not mad so why does it feel like",1,1,2,1,1,9,"This entry shows severe fragmentation with constant mid-thought breaks, stream-of-consciousness jumps between work tasks, relationship anxiety, and random associations (vending machine connecting to laughter). The writing exhibits high cognitive load through fragments, run-on sentences, and abrupt topic switches, ending mid-sentence with no resolution."
"I kept folding napkins and forgetting if I already did that one like the same white square over and over and Jen said table twelve is waiting and the manager wants that inventory sheet by tonight by tonight by tonight as if paper is more real than my aunt in the hospital or maybe its my grandma no obviously grandma why did I write aunt earlier I know who called me I just keep hearing the ice machine and moms voice got all flat like when bad things already happened before she says them and I said okay ill come after close but close keeps moving and the clock at work looked fake like a prop clock in a school play not even ticking just staring

I dropped ranch on my shoe and laughed which was not funny at all wait no I didnt laugh first I just stood there because my hand looked far away from me like somebody elses hand carrying six waters and smile bigger smile bigger table four needs split checks table seven says no tomatoes why am I the one doing split checks if I still havent done the sidework and he said deadline like its an essay like im in class still and my brother texted where are you and then didnt answer after that which is worse somehow maybe not worse just louder in my head than the actual restaurant louder than plates louder than happy birthday singing god I hate when they sing

I was gonna leave early but then who pays my phone bill and also I cant find my other earring and I know thats not important but it feels like proof of something slipping off me all day and mom said dont panic which means panic usually and I wrote the order wrong twice steak medium rare no medium no I said that already and somebody kept asking for lemons lemons lemons and I almost started crying over lemons which is insane except not insane just stupid just tired just not all the way inside my own face right now and I still need to print that stupid sheet and call her and if I call and",1,1,2,1,1,9,"This entry shows severe fragmentation with thoughts breaking mid-sentence, constant topic jumping without resolution, and stream-of-consciousness that feels chaotic rather than organized. The writing demonstrates high cognitive load with frequent restarts, corrections, and incomplete thoughts that create a sense of mental overwhelm rather than structured narrative."
"i keep putting forks in the box with the bathroom stuff which makes no sense unless i want to eat toothpaste in the next apartment and maybe i do whatever my feet hurt so bad from doubles and smiling at people about ranch extra ranch always extra ranch while my whole life is in trash bags by the door he said we should be adults about it adults about it while taking the good pan and leaving the stupid lamp i hate that lamp no wait i loved that lamp when we got it from target or was it ikea i cant remember anything except his face doing that flat voice thing like he was already gone before saying gone

landlord wants the keys by friday manager wants me to pick up saturday brunch because ""youre reliable"" lol okay sure i cried in dry storage over a case of ketchup and then forgot why then remembered oh right home isnt home and also i need boxes and also where is my social security card why would i put it in the cookbook that was actually smart maybe not maybe i threw it away with the coupons i cant breathe in this room it smells like dust and his hoodie and garlic knots from last night or three nights ago time is soup

i keep starting lists plates towels charger cat food no cat we never got the cat thank god imagine splitting custody over something we never even did i mean no wait i wanted that i wanted a lot of stupid little things magnets on the fridge sunday coffee not having to calculate rent alone and my phone keeps buzzing from coworkers asking if i can cover and my mom saying just come stay here for a bit as if i am 17 and not 34 with swollen ankles and a half broken blender and his stupid good cereal bowls

i should sleep but the mattress is on the floor now and every sound is a person leaving again and i still need to wash aprons and find tape and maybe text him no absolutely not unless about the deposit unless about the blue mug unless because he took the",2,2,2,1,1,8,"This entry shows severe fragmentation with run-on sentences that jump between topics mid-thought, frequent contradictions left unresolved, and multiple incomplete thoughts that trail off abruptly. The writing exhibits high cognitive load with minimal punctuation, stream-of-consciousness flow, and ends mid-sentence without any closure or resolution."
"night shift again or maybe it never ended i still smell the lobby coffee and that stupid lemon floor stuff on my sleeves and her text is still there no not her text his name in her phone I keep seeing it like camera playback rewind freeze rewind and i stood there like some mall cop statue stupid keys on my belt jangling while my whole chest went hollow. 34 years old and checking doors at 3am and somehow didnt see my own house wide open i mean not open just already emptied out before i got there

she said it was complicated which is a trash bag phrase complicated is a broken hinge complicated is when the west gate sticks in the rain this was not complicated this was lying with perfume on it and i keep thinking about that time she brought me soup when mom died and rubbed my neck and said im here im here and now that sentence sounds rented. maybe everything was rented maybe even the dog liked me out of habit. no thats stupid the dog doesnt lie people do wait no i mean people smile and pour coffee and ask if your shift was quiet and then

i punched in early tonight because if i stay home i hear the fridge buzz and the neighbors laughing and that one floorboard near the bathroom and i start counting weird things 6 cameras on south side 2 dead moths in the stairwell one wedding photo face down in the drawer because i couldnt look at it but couldnt throw it out either. grief is ugly i thought i knew ugly when i zipped up my dads jacket after the hospital but this is different this is alive and biting. my feet hurt i forgot to eat i ate chips no i found chips in the machine and they tasted like dust and metal and i keep wanting to call her just to hear if her voice sounds guilty or normal which is worse probably normal because then what was all that us for all the nights all the plans the stupid blue paint sample for the kitchen and the note she left on my lunch once be safe handsome be safe from what exactly because apparently not from

I keep checking the monitors like one of them will show me before and after like evidence exhibit A exhibit B here is where your life got lifted clean off the shelf and nobody even heard the alarm",2,2,3,1,1,8,"This entry shows severe fragmentation with stream-of-consciousness flow that frequently breaks mid-thought and lacks punctuation structure. Topics bleed together chaotically (work, relationship betrayal, grief, physical sensations) without clear boundaries, and sentences abandon themselves before completion, creating high cognitive noise and disorganization."
